번호,시/도,시/군/구,서점명,매장번호,주소,인증여부
1288,경기도,평택시,소사벌문고,031-653-5811,경기 평택시 평택5로114번길 61 (비전동)소사벌문고,인증
1285,경기도,파주시,소소한 책방,010-7547-1524,경기 파주시 와석순환로192번길 35 (동패동) 1층,미인증
1280,경기도,광명시,소하서점,010-6650-6871,경기 광명시 소하일로 30 (소하동) 상가 103호,미인증
1273,경기도,의정부시,송산서점,031-827-2440,경기 의정부시 오목로 217 (민락동) 송민프라자 2층,미인증
1269,경기도,평택시,송탄서점,031-666-4125,경기 평택시 서정북로 130 (서정동),미인증
1264,경기도,용인시,수상한 책방 한스,070-7954-9294,경기 용인시 수지구 푸른솔로 81 (죽전동) 은성프라자 2층 201호,미인증
1260,경기도,여주시,수연목서,031-885-5958,경기 여주시 산북면 주어로 58,미인증
1256,경기도,성남시,수정서점,031-736-2600,경기 성남시 수정구 산성대로 249 (신흥동)지하1층,미인증
1255,경기도,용인시,수지문고,031-265-4031,경기 용인시 수지구 문정로 46 (풍덕천동),인증
1254,경기도,용인시,수지상현문고,031-276-4596,경기 용인시 수지구 상현로 114 (상현동)지하1층,미인증
1252,경기도,수원시,숙지서점,031-257-1123,경기 수원시 팔달구 수성로182번길 107 (화서동),인증
1246,경기도,의정부시,숭문당,0507-1304-2666,경기 의정부시 호국로1310번길 42 (의정부동),미인증
1241,경기도,고양시,슈가메르헨,070-7543-9482,경기 고양시 일산서구 하이파크1로91번길 18 (덕이동) 1층,미인증
1239,경기도,남양주시,스마트서점,031-557-8484,경기 남양주시 홍유릉로 11 (일패동),미인증
1238,경기도,시흥시,스마트서점,031-319-8855,경기 시흥시 정왕신길로49번길 59 (정왕동) B 1층 스마트 서점,미인증
1236,경기도,의왕시,스밈트임,010-6403-5644,"경기 의왕시 경수대로 262 (오전동, 의왕서해그랑블(블루스퀘어)) 143호",미인증
1229,경기도,고양시,스타문고,0507-1356-6521,경기 고양시 일산동구 강송로 119 (백석동) 2층 202호,미인증
1217,경기도,양주시,시민서점,031-859-5357,경기 양주시 고암길 306-77 (덕정동)108호 시민서점,미인증
1209,경기도,광명시,시현문고&교재,02-6081-8581,경기 광명시 광덕산로 5 2층 244호,미인증
1207,경기도,시흥시,시흥문고,031-404-8040,"경기 시흥시 대은로 100 (은행동, 삼은넥스타운)",미인증
1200,경기도,의왕시,신대교문고,031-461-0903,경기 의왕시 부곡시장길 3 (삼동) 지층,미인증
1195,경기도,용인시,신봉문고,031-896-2710,경기 용인시 수지구 신봉1로 81 (신봉동),인증
1191,경기도,광명시,신세계문고,02-2688-4711,경기 광명시 철산로 21 (철산동),미인증
1189,경기도,안산시,신안산대학교 구매서점,031-490-6049,경기 안산시 단원구 신안산대학로 135 (초지동),미인증
1187,경기도,광주시,신용서점,031-764-8020,경기 광주시 오포읍 양촌길 199,미인증
1185,경기도,부천시,신원종서점,032-672-8911,경기 부천시 소사로 712 (원종동),미인증
1181,경기도,이천시,신하서점,031-634-7735,경기 이천시 부발읍 경충대로2250번길 6 부발농업협동조합 지하 1층,미인증
1180,경기도,동두천시,신한대학교 제2캠퍼스 구내서점,031-872-7204,경기 동두천시 벌마들로40번길 30 (상패동),미인증
1165,경기도,파주시,쓸딴스북카페,010-3212-4027,경기 파주시 탄현면 헤이리마을길 21-7 1층,미인증
1162,경기도,남양주시,씨더북스,010-9271-6399,경기 남양주시 덕송2로6번길 28-20 (별내동) 1층,미인증
1154,경기도,평택시,아르카북스 책방,010-3140-8695,경기 평택시 현덕면 덕목5길 122-11 하얀집,미인증
1147,경기도,수원시,아뮤컨셉,031-211-4715,경기 수원시 영통구 월드컵로97번길 34 (원천동) 101호,미인증
1141,경기도,평택시,아이랑책이랑(평택아람북스),010-4228-6738,경기 평택시 세교8길 30 (세교동) 106호,미인증
1139,경기도,수원시,아주문고,031-214-1585,경기 수원시 영통구 월드컵로 206 (원천동) 학생회관1 아주문고,미인증
1134,경기도,화성시,아크앤북 동탄호수점,070-4175-7183,"경기 화성시 동탄대로 181 (송동, 동탄린스트라우스더레이크) 레이크꼬모 B2F",미인증
1133,경기도,용인시,아크앤북 수지점,031-5174-4309,경기 용인시 수지구 성복2로 38 (성복동) 롯데몰 수지점 3층,미인증
1124,경기도,안산시,안산문고,031-475-7455,경기 안산시 단원구 고잔동 708 웅신아트빌딩 지하 안산문고,미인증
1123,경기도,안성시,안성서점 행복한책가게,031-675-3789,경기 안성시 안성맞춤대로 1082 (연지동),미인증
1122,경기도,평택시,안중서점,031-681-1992,경기 평택시 안중읍 안현로서8길 57 119호,미인증
1121,경기도,수원시,앉으나서나책사랑서점,031-241-4345,경기 수원시 장안구 경수대로994번길 23 (송죽동)1층 앉으나서나책사랑서점,미인증
1120,경기도,고양시,알모책방,031-932-4808,경기 고양시 일산동구 정발산로196번길 7-7 (마두동),미인증
1108,경기도,포천시,양우서점,031-532-3504,경기 포천시 일동면 기산서길 3-3,미인증
1107,경기도,양주시,양주서점,031-821-8106,경기 양주시 고읍남로39번길 131-38 (광사동),미인증
1103,경기도,시흥시,양지서점,031-404-9228,경기 시흥시 연성로 92 (하상동) 1층,미인증
1100,경기도,양평군,양평愛서점,031-775-3500,경기 양평군 양평읍 중앙로 90 4층,미인증
1095,경기도,군포시,어린이서점 탄탄스토리하우스,031-443-0033,경기 군포시 번영로 498 (금정동)산본빌딩 B01호,미인증
1094,경기도,의왕시,어바웃 북스,031-453-5553,"경기 의왕시 어내들로 5 (오전동, 의왕 더샵 캐슬)정문상가 210호",미인증
1084,경기도,수원시,에듀문고,031-214-0749,경기 수원시 영통구 도청로17번길 40 (이의동) 광교 에듀 센터 지1층,미인증
1073,경기도,수원시,여름서가,070-8656-8541,경기 수원시 영통구 대학3로 7 (이의동)109호,미인증
1062,경기도,안양시,연성대 구내서점,031-469-0015,경기 안양시 만안구 양화로37번길 34 (안양동),미인증
1061,경기도,시흥시,연성문고,031-318-6912,경기 시흥시 진말로9번길 2 (장곡동)부석프리자115호,미인증
1051,경기도,고양시,열린문고,064-744-1114,경기 고양시 일산서구 가좌1로 53 (가좌동),미인증
1049,경기도,오산시,열린문고,031-377-9121,경기 오산시 문헌공로 3 (금암동)인피니트타워 3층. 301호,미인증
1046,경기도,김포시,열린문고,031-982-2007,경기 김포시 사우중로 79 (북변동)사우테마프라자2 지하1층,미인증
1044,경기도,군포시,열린문고,031-397-7963,경기 군포시 군포로464번길 2 (당동) 광진빌딩 지하,미인증
1038,경기도,포천시,열린서점,031-531-5002,경기 포천시 소흘읍 태봉로 138 1층,미인증
1030,경기도,광명시,영동문고,0507-1330-6126,경기 광명시 범안로 1050 (하안동),미인증
1027,경기도,수원시,영문서점,031-246-4604,경기 수원시 장안구 파장로 7 (송죽동),미인증
1026,경기도,수원시,영문서점 복수원아울렛점,031-895-4601,경기 수원시 장안구 경수대로 950 (조원동) 1동 427호,미인증
1023,경기도,수원시,영신서점,031-291-9930,경기 수원시 권선구 삼천병마로1566번길 26 (오목천동),미인증
1005,경기도,의정부시,영희책방,,경기 의정부시 경의로145번길 16 (의정부동),미인증
991,경기도,포천시,예원서점,031-535-8633,경기 포천시 중앙로110번길 11 (신읍동),미인증
980,경기도,파주시,오래된서점,031-943-3325,경기 파주시 상지석길 5-1 (상지석동),미인증
973,경기도,남양주시,오롯이서재,031-528-4789,경기 남양주시 덕송2로6번길 28-22 (별내동) 1층,미인증
968,경기도,하남시,오션,010-9478-5654,경기 하남시 미사대로 510 (덕풍동) 824호,미인증
965,경기도,이천시,오월의 푸른하늘,,경기 이천시 장호원읍 장감로65번길 90,미인증
960,경기도,여주시,오직,031-886-5567,"경기 여주시 강변북로 2 (천송동, 여주KCC스위첸) 상가동 108호",미인증
957,경기도,수원시,오평,010-4402-9024,경기 수원시 영통구 청명북로7번길 8-16 (영통동),미인증
955,경기도,파주시,오혜,,"경기 파주시 송학1길 173-1 (야당동, 베아투스) 1층",미인증
950,경기도,양주시,옥정서점,031-829-8868,경기 양주시 어하고개로 23 (삼숭동) 드림타워 101호 옥정서점,미인증
927,경기도,용인시,용인문고,031-336-5656,경기 용인시 처인구 금령로 93 (김량장동),미인증
926,경기도,용인시,용인예술과학대학교구내서점,031-330-9452,경북 영천시 동부로 61 (야사동),미인증
922,경기도,수원시,우리동네책방 광인옆서,031-302-1450,경기 수원시 권선구 경수대로 373 (권선동),미인증
920,경기도,성남시,우리서점,031-714-0893,"경기 성남시 분당구 불정로 219 (정자동, 한솔마을청구아파트)",미인증
919,경기도,시흥시,우리서점,031-491-3485,경기 시흥시 군자로 514 (거모동) 111호,미인증
918,경기도,양주시,우리서점,031-858-0125,경기 양주시 덕정길 8 (덕정동),미인증
913,경기도,성남시,우리서점,031-728-5455,경기 성남시 분당구 탄천상로151번길 20 (구미동),미인증
908,경기도,동두천시,우리서점 송내점,031-862-2929,경기 동두천시 지행로 63 (지행동) 201호,미인증
899,경기도,광명시,우성서점,070-8876-2028,"경기 광명시 시청로 139 (철산동, 우성아파트)",미인증
882,경기도,안산시,원곡서점,031-413-1551,경기 안산시 단원구 화랑로 107 (원곡동) 라성호텔 1층 원곡서점,미인증
878,경기도,고양시,원흥서점,031-978-3075,경기 고양시 덕양구 도래울로 105 (도내동) 아카메디 205호,미인증
873,경기도,화성시,월드북문고,070-8834-9922,경기 화성시 향남읍 향남로 392 우성메디피아201호,미인증
867,경기도,고양시,위드리딩 북스토어,070-4236-8539,"경기 고양시 일산서구 킨텍스로 240 (대화동, 킨텍스 꿈에그린) GIFC타워 3804호",미인증
865,경기도,고양시,위드위로,0507-1346-1862,경기 고양시 일산서구 송포로 26 (대화동) 1층 120호,미인증
864,경기도,성남시,위례중앙서점,031-755-7435,경기 성남시 수정구 위례광장로 300 (창곡동) B1층 33-34호 위례중앙타워,미인증
863,경기도,고양시,위시티북스,070-8692-3216,"경기 고양시 일산동구 위시티2로11번길 45 (식사동, 위시티일산자이 주상복합) 상가A동 2층 203호",미인증
855,경기도,의정부시,유진서적,031-872-5812,경기 의정부시 호국로1101번길 38 (가능동),미인증
852,경기도,부천시,유한대학교 서점,031-2060-7764,경기 부천시 경인로 590 (괴안동),미인증
846,경기도,파주시,율곡서점,031-946-6589,경기 파주시 정담길 30 103호 (아동동),미인증
845,경기도,수원시,율전문고,031-295-9944,경기 수원시 장안구 서부로 2128 (율전동)율전문고,미인증
842,경기도,성남시,으뜸서적,031-712-8383,경기 성남시 분당구 내정로17번길 4-11 (정자동),미인증
841,경기도,시흥시,은계문고,031-311-7870,경기 시흥시 은계번영길 28 은계디스퀘어빌딩 309호,미인증
839,경기도,부천시,은성문고,032-671-4717,경기 부천시 원종로 40 (원종동) 은성빌딩 지하1층,미인증
836,경기도,가평군,은하문고,031-581-1009,경기 가평군 가평읍 굴다리길 2,미인증
834,경기도,성남시,을지북 을지대학교 성남캠퍼스,031-740-7716,경기 성남시 수정구 산성대로 553 (양지동),미인증
825,경기도,고양시,이랑,070-7769-2222,경기 고양시 일산서구 일현로 122 (탄현동),미인증
824,경기도,수원시,이레문고(알파율현점),0507-1359-7761,경기 수원시 팔달구 일월로22번길 8 (화서동),미인증
823,경기도,수원시,이레문고(알파율현점),031-291-7761,경기 수원시 팔달구 일월로22번길 8 (화서동) 2층,미인증
820,경기도,성남시,이매문고,031-708-6555,경기 성남시 분당구 판교로 440 (이매동) 도도빌딩 지하1층 이매문고,미인증
816,경기도,수원시,이상문고,031-203-5453,경기 수원시 영통구 태장로 77 (망포동),미인증
814,경기도,성남시,이수서점 알파문구,031-703-8806,경기 성남시 분당구 불정로376번길 37 (서현동) 지하층 17호 일부,미인증
811,경기도,고양시,이야기마을,031-965-9990,경기 고양시 덕양구 원당로113번길 48-7 (주교동),미인증
810,경기도,고양시,이야호우 북스 일산본점,010-8579-9193,경기 고양시 일산서구 탄중로101번길 41 (덕이동),미인증
807,경기도,평택시,이충문고,031-667-3137,"경기 평택시 이충로35번길 51 (이충동, 반지마을주공아파트) 상가 가동 101호",미인증
793,경기도,성남시,인사이드북스 앤 크레이저커피,031-704-7490,경기 성남시 분당구 불정로376번길 7 (서현동) 4층,미인증
784,경기도,광명시,인하서적,02-2685-5982,경기 광명시 광명로 897 (광명동),미인증
782,경기도,시흥시,일광서적 경기과학기술대점,,경기 시흥시 경기과기대로 269 (정왕동),미인증
774,경기도,고양시,일산문고,031-976-9981,경기 고양시 일산동구 탄중로 324 (중산동),미인증
769,경기도,수원시,일신서점,031-251-0012,경기 수원시 장안구 수성로262번길 49 일신서점 1층(영화동),미인증
768,경기도,남양주시,일신서점,031-521-5373,"경기 남양주시 와부읍 덕소로97번길 9 일신프라자 110, 111, 112호",미인증
764,경기도,광명시,일지서점,02-2613-2744,경기 광명시 오리로 857 (철산동) 일청빌딩 1층,미인증
762,경기도,광명시,읽을마음,02-2612-9188,경기 광명시 광명로893번길 13-1 (광명동),미인증
761,경기도,수원시,임광문고,031-235-4730,"경기 수원시 영통구 동수원로 316 (매탄동, 임광아파트) 상가 지하1층 110",인증
757,경기도,광주시,자유문고,031-798-5400,경기 광주시 중앙로 115 (경안동),미인증
756,경기도,하남시,자유문고 하남점,031-793-5900,경기 하남시 신장로 133 (덕풍동),미인증
755,경기도,하남시,작가수집,070-8121-5869,경기 하남시 미사강변남로 125 (망월동) 101동 2층 224호,미인증
747,경기도,김포시,장기문고,031-981-5533,경기 김포시 김포한강2로104번길 4 (장기동) 201호,미인증
744,경기도,수원시,장안문고(주),031-269-4600,경기 수원시 장안구 대평로 80 (정자동),미인증
743,경기도,성남시,장영실서점,031-716-2030,경기 성남시 분당구 돌마로90번길 4 (구미동)엘레강스플라자1동204호,미인증
723,경기도,고양시,정글북,031-922-5000,경기 고양시 일산서구 중앙로 1406 (주엽동) 지하 1층,미인증
716,경기도,시흥시,정왕문고,031-432-7900,경기 시흥시 정왕대로 64 (정왕동) 205호,미인증
714,경기도,안양시,정우사,031-466-4977,경기 안양시 만안구 병목안로130번길 20 1층 (안양동),미인증
710,경기도,성남시,정자문고,031-717-4454,경기 성남시 분당구 정자일로 240 (정자동) 월드프라자 2층 207호,미인증
709,경기도,수원시,정자서점,031-268-5999,경기 수원시 장안구 대평로 80 (정자동),미인증
704,경기도,부천시,제일문고,032-679-6611,경기 부천시 역곡로 479 (고강동) 인일빌딩 지하1층,미인증
699,경기도,수원시,제일서적,031-206-3824,경기 수원시 영통구 봉영로 1763 한성프라자 101호 (영통동),미인증
695,경기도,김포시,제일서점,031-981-2891,경기 김포시 양촌읍 양곡1로 54,미인증
679,경기도,안양시,종로문고,031-384-5747,경기 안양시 동안구 평촌대로 119-1 (호계동) 1층,미인증
673,경기도,화성시,종로서적 동탄점,031-375-2331,"경기 화성시 동탄기흥로 393-20 (오산동, 동탄역 파라곤) 동양파라곤 지하 1층",미인증
672,경기도,하남시,종로서적 미사현대점,031-8018-4591,"경기 하남시 미사대로 520 (덕풍동) C,D동 지하2층",미인증
670,경기도,용인시,종로서적 용인점,031-336-2331,경기 용인시 처인구 중부대로 1294 (역북동),미인증
667,경기도,평택시,종로서적 평택점,070-4726-2843,경기 평택시 평택로 51 (평택동) 3층,미인증
662,경기도,하남시,종서점,031-791-5795,경기 하남시 하남대로777번길 70 (신장동),미인증
647,경기도,성남시,좋은 날의 책방,031-711-3170,경기 성남시 분당구 느티로63번길 27 (정자동) 1층,미인증
639,경기도,화성시,주식회사 삼성문고,031-8003-3838,경기 화성시 동탄솔빛로 54 (반송동) 엔타워빌딩 지하1층,미인증
638,경기도,군포시,주식회사 신산본문고,031-396-6097,경기 군포시 광정로 70 (산본동) 유공빌딩 3층 303호,미인증
637,경기도,오산시,주식회사 운암문고,031-377-7279,경기 오산시 운천로 62 (원동)2층,인증
634,경기도,고양시,주엽서점,031-915-8489,경기 고양시 일산서구 강성로214번길 16-4 (대화동),미인증
626,경기도,여주시,중앙문고,031-885-1184,경기 여주시 세종로14번길 18 (창동) 창공중앙프라자 B01호,미인증
625,경기도,화성시,중앙문고,031-372-6543,경기 화성시 동탄대로시범길 185 (청계동),인증
624,경기도,파주시,중앙문구서점,031-953-9668,경기 파주시 문산읍 문향로67번길 16 중앙문구서점,미인증
614,경기도,광명시,중앙서적,02-2613-5576,경기 광명시 도덕로 49-1 (광명동) 2층,미인증
600,경기도,의정부시,지구책방,031-853-5276,경기 의정부시 오목로 196 (민락동)제일풍경채 1층 72호,미인증
595,경기도,고양시,지산문고,031-903-0462,"경기 고양시 일산동구 산두로 88 (마두동, 정발마을1단지건영빌라)",미인증
594,경기도,고양시,지산문고 고양점,031-964-0462,경기 고양시 덕양구 혜음로 8 (고양동) 1층 104호,미인증
583,경기도,광주시,지혜서점,031-763-7369,경기 광주시 태봉로 51 (태전동),미인증
571,경기도,남양주시,진접문고,031-573-6656,경기 남양주시 진접읍 해밀예당3로 56 203호,미인증
563,경기도,수원시,진학서점,031-243-0307,경기 수원시 장안구 수일로 229 (조원동),미인증
559,경기도,파주시,쩜오책방,031-942-3255,경기 파주시 꽃아마길 35 (문발동),미인증
556,경기도,남양주시,착한책방,010-5925-0731,경기 남양주시 수동면 비룡로782번길 43-163,미인증
549,경기도,파주시,책 읽는 부엉이,010-3755-8462,경기 파주시 탄현면 새오리로339번길 22,미인증
542,경기도,구리시,책과크는아이,010-2619-7992,경기 구리시 체육관로 73 (교문동) 하나아파트 상가 1층 114호,미인증
533,경기도,수원시,책먹는돼지,0507-1338-5822,경기 수원시 권선구 덕영대로1142번길 43 (세류동),미인증
532,경기도,남양주시,책문화콘텐츠연구소,031-595-6473,경기 남양주시 화도읍 비룡로 321 (신마석신도브래뉴) 103-904,미인증
529,경기도,수원시,책발전소 광교,031-548-4522,"경기 수원시 영통구 광교호수공원로 80 (원천동, 광교아이파크)",미인증
518,경기도,수원시,책방 마음이음,031-268-0402,경기 수원시 장안구 상률로46번길 3 (율전동) 203호,미인증
511,경기도,김포시,책방 시나몬베어,070-8802-9985,경기 김포시 김포한강11로140번길 69 (운양동),미인증
505,경기도,의정부시,책방 옥상에앉아,010-5851-1738,경기 의정부시 동일로 478 (신곡동) 옥상,미인증
504,경기도,용인시,책방 우주소년,070-4799-2201,경기 용인시 수지구 수풍로127번길 5 (동천동),미인증
501,경기도,용인시,책방 티티카카,031-262-7975,"경기 용인시 수지구 풍덕천로 52 (풍덕천동, 신정마을 현대성우아파트) 상가동 206호",미인증
500,경기도,수원시,책방 피넛버터팔콘,010-2313-6273,경기 수원시 영통구 광교중앙로248번길 7-2 (하동) C동 1층 127호,미인증
499,경기도,김포시,"책방,월든",031-998-3747,"경기 김포시 모담공원로 53 (운양동, 한강신도시 반도유보라 6차) 상가1층 8호 (책방,월든)",미인증
489,경기도,시흥시,책방내심,070-8621-8005,경기 시흥시 목감초등길 3 (조남동) 2층,미인증
487,경기도,광주시,책방누크,070-7807-6332,경기 광주시 태성3로 13 (고산동),미인증
468,경기도,이천시,책방소요,031-643-0201,경기 이천시 장호원읍 장감로65번길 90 1층 책방소요,미인증
467,경기도,양주시,책방소풍,010-7222-8227,경기 양주시 옥정동로 185 (옥정동) 2층 204호,미인증
463,경기도,파주시,책방아지트,031-943-0033,경기 파주시 탄현면 방촌로 680 1층,미인증
460,경기도,군포시,책방연두,010-6413-7035,경기 군포시 송부로221번길 21 (부곡동) 102호,미인증
457,경기도,남양주시,책방이또지라,010-9776-3720,경기 남양주시 평내동 660-1 이석영흥상회 2층,미인증
452,경기도,김포시,책방짙은,010-2210-3055,경기 김포시 김포한강2로 76 (장기동) 프레즌스 빌딩 402호,미인증
447,경기도,화성시,책방토브,070-5118-7320,경기 화성시 노작로3길 1 (반송동) 102호,미인증
444,경기도,양평군,책보고가게,031-774-0890,경기 양평군 강상면 방아다리길 14-20 예인빌 1층,미인증
427,경기도,수원시,책쾌,0507-1324-4165,경기 수원시 팔달구 화서문로48번길 26-1 (신풍동),미인증
425,경기도,파주시,책향,031-957-7725,경기 파주시 숲속노을로 271 4층 402호 (문발동),미인증
424,경기도,파주시,책향기문고,031-945-3430,경기 파주시 청암로17번길 63 (목동동)장은프라자 201호,미인증
414,경기도,수원시,청명book로,010-5243-3510,경기 수원시 영통구 청명북로 15 (영통동),미인증
408,경기도,포천시,청운서림,031-535-2320,경기 포천시 포천로 1581 (신읍동),미인증
401,경기도,가평군,청평서적,070-7815-3316,경기 가평군 청평면 강변로 45-26 가나커피 내,미인증
398,경기도,남양주시,청학서점,010-846-0325,경기 남양주시 별내면 청학로중앙길 13-11 청학서점,미인증
392,경기도,고양시,초원서점,031-907-7345,경기 고양시 일산동구 풍동 1279-1 2층,미인증
388,경기도,용인시,최강서점,031-333-6819,경기 용인시 처인구 포곡읍 둔전로47번길 21 2층 최강서점,미인증
387,경기도,평택시,최선책,010-4798-5403,"경기 평택시 고덕여염로 20 (고덕동, 평택고덕엘에이치17단지) 1706동 1층",미인증
360,경기도,양평군,카페옥이네,010-5250-9550,경기 양평군 용문면 용문산로636번길 15-2 카페옥이네,미인증
355,경기도,용인시,케이에스북,031-284-6606,경기 용인시 기흥구 구성로 93 (언남동) 2층 208호,미인증
353,경기도,성남시,코끼리서적,031-711-0295,"경기 성남시 분당구 내정로166번길 7-6 (수내동, 파크타운대림아파트)",미인증
349,경기도,김포시,코뿔소책방,010-7744-5427,"경기 김포시 김포한강11로438번길 123 (운양동, 하늘빛마을 한신더휴테라스) 109호",미인증
346,경기도,하남시,콩트,010-3178-9315,경기 하남시 하남유니온로 70-1 (신장동) 2층,미인증
338,경기도,과천시,타샤의책방,031-502-4943,경기 과천시 별양상가1로 37 (별양동) 3층,미인증
334,경기도,수원시,탐조책방,010-9239-6022,경기 수원시 권선구 서둔로 166 (서둔동) 청년 1981동 201호,미인증
328,경기도,남양주시,태성문고,031-577-9608,경기 남양주시 와부읍 수레로 8 태성문고,미인증
326,경기도,화성시,태안문고,031-221-9119,경기 화성시 병점로 59 (진안동),미인증
319,경기도,안산시,토닥토닥 괜찮아,031-411-3035,경기 안산시 단원구 초지로 118 (초지동) 204호,미인증
317,경기도,김포시,통진서점,031-989-8537,경기 김포시 통진읍 조강로 62,미인증
316,경기도,광주시,퇴촌책방,0507-1340-0494,경기 광주시 퇴촌면 도수길 38-3,미인증
310,경기도,안성시,파이브센시스,010-9767-9996,경기 안성시 금산1길 9-3 (금산동)1층 좌측호 파이브센시스,미인증
303,경기도,평택시,평고서점,031-653-6383,경기 평택시 무지개공원2길 1 (비전동),미인증
302,경기도,남양주시,평내문고,031-559-7090,경기 남양주시 경춘로1256번길 10 (평내동)201호 평내문고,미인증
299,경기도,안양시,평촌문고,031-424-2258,경기 안양시 동안구 평촌동 68-5 평촌문고,미인증
298,경기도,안양시,평촌범계문고,031-382-7800,경기 안양시 동안구 동안로 120 (호계동),미인증
297,경기도,평택시,평택대 서적,031-659-8151,경기 평택시 서동대로 3825 (용이동),미인증
296,경기도,평택시,평택어린이전문서점,010-2784-2699,경기 평택시 고덕국제3길 139 (고덕동) 102호,미인증
295,경기도,양주시,포스북서점,1544-6196,경기 양주시 은현면 봉암6길 12,미인증
283,경기도,파주시,푸른서점,031-941-5165,경기 파주시 조리읍 봉천로 38-75 푸른서점,미인증
280,경기도,의정부시,푸른세상문고,031-874-1308,경기 의정부시 가능로97번길 41 (가능동),인증
271,경기도,고양시,플라뇌즈,0507-1324-1045,경기 고양시 덕양구 원당로59번길 49-24 (주교동),미인증
270,경기도,군포시,플라테로북스,010-5485-3756,경기 군포시 송부로33번길 3-25 (도마교동) 1층 상가,미인증
266,경기도,김포시,플러스비 풍무점,031-985-1297,경기 김포시 풍무로 167 (풍무동),미인증
260,경기도,광주시,피터팬서점,031-766-9613,경기 광주시 광주대로 30 (경안동) 이마트 2층,미인증
256,경기도,용인시,하나문고,031-272-4411,경기 용인시 수지구 수풍로 103 (동천동) 한영빌딩 2층,미인증
252,경기도,하남시,하남문고,031-795-6603,경기 하남시 대청로 29 (신장동) 지하1층,미인증
250,경기도,남양주시,하늘문고,070-8667-4124,경기 남양주시 진건읍 진건오남로105번길 9 하늘문고,미인증
248,경기도,수원시,하늘북,010-3363-7151,경기 수원시 장안구 덕영대로417번길 73 (율전동),미인증
247,경기도,화성시,하늘북,010-7587-7151,경기 화성시 동탄하나2길 20 (능동) 1층 102호,미인증
240,경기도,안양시,하이대동문고,031-447-7000,경기 안양시 만안구 안양로 316 (안양동)b1,미인증
239,경기도,오산시,하프앤보울,070-7537-1716,경기 오산시 외삼미로 85 (외삼미동)1층,미인증
237,경기도,양평군,학림서점,031-773-4325,경기 양평군 용문면 다문중앙1길 3,미인증
230,경기도,시흥시,학생서점문구,070-4412-6805,경기 시흥시 수인로3287번길 25 (은행동),미인증
225,경기도,화성시,학우당,031-353-0049,경기 화성시 향남읍 평3길 20-1 학우당,미인증
224,경기도,화성시,학우당문구서점,031-351-1272,경기 화성시 우정읍 3.1만세로 45-6,미인증
218,경기도,안양시,학원문고,031-476-6500,경기 안양시 동안구 평촌대로 142 (평촌동)900-1 B01호,미인증
207,경기도,화성시,한가람문고 화성북스,031-356-4118,경기 화성시 남양읍 역골동로 112-19 한가람보기보기스퀘어 301호,미인증
206,경기도,시흥시,"한가람문고,문구",031-404-0161,경기 시흥시 비둘기공원7길 33 (대야동),미인증
205,경기도,평택시,한가람문구몰 주식회사,031-8054-0771,경기 평택시 청북읍 청북남로 260 112호,미인증
203,경기도,김포시,한강문고,031-989-9804,경기 김포시 김포한강1로51번길 20 (장기동) 산타마리아,미인증
202,경기도,김포시,한강문고 2호점,031-984-9804,경기 김포시 김포한강2로 100 (장기동) 1동 2층,미인증
201,경기도,안성시,한경대학교 구내서점,031-675-2952,경기 안성시 석정동 102 학생회관 1층,미인증
200,경기도,하남시,한고서적 미사점,031-794-3336,경기 하남시 미사강변북로30번길 101 (망월동) 1층,미인증
199,경기도,이천시,한국관광대구내서점,031-644-1074,경기 이천시 신둔면 이장로311번길 197-73,미인증
197,경기도,수원시,한국서점,031-216-1010,"경기 수원시 영통구 동탄원천로1109번길 37 102호 (매탄동, 한국1차2016아파트 상가)",미인증
191,경기도,파주시,한길 북하우스,031-949-9305,"경기 파주시 탄현면 헤이리마을길 59-6 2, 3층",미인증
169,경기도,안양시,한미서점,031-454-6564,경기 안양시 동안구 포도원로 4 (호계동),미인증
165,경기도,고양시,한빛서점,031-911-9386,경기 고양시 일산서구 일산로 517 (일산동),미인증
150,경기도,용인시,한솔서적,031-264-9282,경기 용인시 수지구 풍덕천로139번길 10-3 (풍덕천동),미인증
147,경기도,오산시,한신서관,031-372-7880,경기 오산시 한신대길 137 (양산동) 한신대학교구내서점,미인증
144,경기도,파주시,한양문고,031-942-5111,경기 파주시 금빛로 24-27 (금촌동) 제일메디컬 203호,인증
143,경기도,고양시,한양문고 주엽점,0507-1413-9511,"경기 고양시 일산서구 중앙로 1388 (주엽동, 태영프라자)",미인증
142,경기도,고양시,한양문고 행신점,031-970-7330,경기 고양시 덕양구 중앙로558번길 13 (행신동),미인증
141,경기도,고양시,한양문고 화정점,031-978-7330,경기 고양시 덕양구 화신로272번길 67 (화정동) 지하 1층,미인증
140,경기도,고양시,한양문고&카페 롯데백화점 일산점,031-909-3130,경기 고양시 일산동구 중앙로 1283 (장항동) 1층,미인증
136,경기도,고양시,한양서점,031-975-3178,경기 고양시 일산서구 원일로 54 (일산동),미인증
134,경기도,용인시,한울문고,031-898-2213,경기 용인시 기흥구 보정로 115 (보정동) 우영프라자 204호,미인증
130,경기도,광주시,한토이어린이서점,031-716-3071,경기 광주시 오포읍 능평로 116-7 1층,미인증
122,경기도,남양주시,해밀서점 책읽는커피,0507-1320-2029,경기 남양주시 진접읍 해밀예당1로 79-1 102호,미인증
121,경기도,양주시,해솔문고,031-841-8823,경기 양주시 고읍로35번길 37 (고읍동) 1층,미인증
